date,close,adjusted_close,volume
2019-04-04,2879.39,2879.39,
2019-04-05,2892.74,2892.74,
2019-04-08,2895.77,2895.77,
2019-04-09,2878.2,2878.2,
2019-04-10,2888.21,2888.21,
2019-04-11,2888.32,2888.32,
2019-04-12,2907.41,2907.41,
2019-04-15,2905.58,2905.58,
2019-04-16,2907.06,2907.06,
2019-04-17,2900.45,2900.45,
2019-04-18,2905.03,2905.03,
2019-04-19,,,
2019-04-22,2907.97,2907.97,
2019-04-23,2933.68,2933.68,
2019-04-24,2927.25,2927.25,
2019-04-25,2926.17,2926.17,
2019-04-26,2939.88,2939.88,
2019-04-29,2943.03,2943.03,
2019-04-30,2945.83,2945.83,
2019-05-01,2923.73,2923.73,
2019-05-02,2917.52,2917.52,
2019-05-03,2945.64,2945.64,
2019-05-06,2932.47,2932.47,
2019-05-07,2884.05,2884.05,
2019-05-08,2879.42,2879.42,
2019-05-09,2870.72,2870.72,
2019-05-10,2881.4,2881.4,
2019-05-13,2811.87,2811.87,
2019-05-14,2834.41,2834.41,
2019-05-15,2850.96,2850.96,
2019-05-16,2876.32,2876.32,
2019-05-17,2859.53,2859.53,
2019-05-20,2840.23,2840.23,
2019-05-21,2864.36,2864.36,
2019-05-22,2856.27,2856.27,
2019-05-23,2822.24,2822.24,
2019-05-24,2826.06,2826.06,
2019-05-27,,,
2019-05-28,2802.39,2802.39,
2019-05-29,2783.02,2783.02,
2019-05-30,2788.86,2788.86,
2019-05-31,2752.06,2752.06,
2019-06-03,2744.45,2744.45,
2019-06-04,2803.27,2803.27,
2019-06-05,2826.15,2826.15,
2019-06-06,2843.49,2843.49,
2019-06-07,2873.34,2873.34,
2019-06-10,2886.73,2886.73,
2019-06-11,2885.72,2885.72,
2019-06-12,2879.84,2879.84,
2019-06-13,2891.64,2891.64,
2019-06-14,2886.98,2886.98,
2019-06-17,2889.67,2889.67,
2019-06-18,2917.75,2917.75,
2019-06-19,2926.46,2926.46,
2019-06-20,2954.18,2954.18,
2019-06-21,2950.46,2950.46,
2019-06-24,2945.35,2945.35,
2019-06-25,2917.38,2917.38,
2019-06-26,2913.78,2913.78,
2019-06-27,2924.92,2924.92,
2019-06-28,2941.76,2941.76,
2019-07-01,2964.33,2964.33,
2019-07-02,2973.01,2973.01,
2019-07-03,2995.82,2995.82,
2019-07-04,,,
2019-07-05,2990.41,2990.41,
2019-07-08,2975.95,2975.95,
2019-07-09,2979.63,2979.63,
2019-07-10,2993.07,2993.07,
2019-07-11,2999.91,2999.91,
2019-07-12,3013.77,3013.77,
2019-07-15,3014.3,3014.3,
2019-07-16,3004.04,3004.04,
2019-07-17,2984.42,2984.42,
2019-07-18,2995.11,2995.11,
2019-07-19,2976.61,2976.61,
2019-07-22,2985.03,2985.03,
2019-07-23,3005.47,3005.47,
2019-07-24,3019.56,3019.56,
2019-07-25,3003.67,3003.67,
2019-07-26,3025.86,3025.86,
2019-07-29,3020.97,3020.97,
2019-07-30,3013.18,3013.18,
2019-07-31,2980.38,2980.38,
2019-08-01,2953.56,2953.56,
2019-08-02,2932.05,2932.05,
2019-08-05,2844.74,2844.74,
2019-08-06,2881.77,2881.77,
2019-08-07,2883.98,2883.98,
2019-08-08,2938.09,2938.09,
2019-08-09,2918.65,2918.65,
2019-08-12,2883.75,2883.75,
2019-08-13,2926.32,2926.32,
2019-08-14,2840.6,2840.6,
2019-08-15,2847.6,2847.6,
2019-08-16,2888.68,2888.68,
2019-08-19,2923.65,2923.65,
2019-08-20,2900.51,2900.51,
2019-08-21,2924.43,2924.43,
2019-08-22,2922.95,2922.95,
2019-08-23,2847.11,2847.11,
2019-08-26,2878.38,2878.38,
2019-08-27,2869.16,2869.16,
2019-08-28,2887.94,2887.94,
2019-08-29,2924.58,2924.58,
2019-08-30,2926.46,2926.46,
2019-09-02,,,
2019-09-03,2906.27,2906.27,
2019-09-04,2937.78,2937.78,
2019-09-05,2976.0,2976.0,
2019-09-06,2978.71,2978.71,
2019-09-09,2978.43,2978.43,
2019-09-10,2979.39,2979.39,
2019-09-11,3000.93,3000.93,
2019-09-12,3009.57,3009.57,
2019-09-13,3007.39,3007.39,
2019-09-16,2997.96,2997.96,
2019-09-17,3005.7,3005.7,
2019-09-18,3006.73,3006.73,
2019-09-19,3006.79,3006.79,
2019-09-20,2992.07,2992.07,
2019-09-23,2991.78,2991.78,
2019-09-24,2966.6,2966.6,
2019-09-25,2984.87,2984.87,
2019-09-26,2977.62,2977.62,
2019-09-27,2961.79,2961.79,
2019-09-30,2976.74,2976.74,
2019-10-01,2940.25,2940.25,
2019-10-02,2887.61,2887.61,
2019-10-03,2910.63,2910.63,
2019-10-04,2952.01,2952.01,
2019-10-07,2938.79,2938.79,
2019-10-08,2893.06,2893.06,
2019-10-09,2919.4,2919.4,
2019-10-10,2938.13,2938.13,
2019-10-11,2970.27,2970.27,
2019-10-14,2966.15,2966.15,
2019-10-15,2995.68,2995.68,
2019-10-16,2989.69,2989.69,
2019-10-17,2997.95,2997.95,
2019-10-18,2986.2,2986.2,
2019-10-21,3006.72,3006.72,
2019-10-22,2995.99,2995.99,
2019-10-23,3004.52,3004.52,
2019-10-24,3010.29,3010.29,
2019-10-25,3022.55,3022.55,
2019-10-28,3039.42,3039.42,
2019-10-29,3036.89,3036.89,
2019-10-30,3046.77,3046.77,
2019-10-31,3037.56,3037.56,
2019-11-01,3066.91,3066.91,
2019-11-04,3078.27,3078.27,
2019-11-05,3074.62,3074.62,
2019-11-06,3076.78,3076.78,
2019-11-07,3085.18,3085.18,
2019-11-08,3093.08,3093.08,
2019-11-11,3087.01,3087.01,
2019-11-12,3091.84,3091.84,
2019-11-13,3094.04,3094.04,
2019-11-14,3096.63,3096.63,
2019-11-15,3120.46,3120.46,
2019-11-18,3122.03,3122.03,
2019-11-19,3120.18,3120.18,
2019-11-20,3108.46,3108.46,
2019-11-21,3103.54,3103.54,
2019-11-22,3110.29,3110.29,
2019-11-25,3133.64,3133.64,
2019-11-26,3140.52,3140.52,
2019-11-27,3153.63,3153.63,
2019-11-28,,,
2019-11-29,3140.98,3140.98,
2019-12-02,3113.87,3113.87,
2019-12-03,3093.2,3093.2,
2019-12-04,3112.76,3112.76,
2019-12-05,3117.43,3117.43,
2019-12-06,3145.91,3145.91,
2019-12-09,3135.96,3135.96,
2019-12-10,3132.52,3132.52,
2019-12-11,3141.63,3141.63,
2019-12-12,3168.57,3168.57,
2019-12-13,3168.8,3168.8,
2019-12-16,3191.45,3191.45,
2019-12-17,3192.52,3192.52,
2019-12-18,3191.14,3191.14,
2019-12-19,3205.37,3205.37,
2019-12-20,3221.22,3221.22,
2019-12-23,3224.01,3224.01,
2019-12-24,3223.38,3223.38,
2019-12-25,,,
2019-12-26,3239.91,3239.91,
2019-12-27,3240.02,3240.02,
2019-12-30,3221.29,3221.29,
2019-12-31,3230.78,3230.78,
2020-01-01,,,
2020-01-02,3257.85,3257.85,
2020-01-03,3234.85,3234.85,
2020-01-06,3246.28,3246.28,
2020-01-07,3237.18,3237.18,
2020-01-08,3253.05,3253.05,
2020-01-09,3274.7,3274.7,
2020-01-10,3265.35,3265.35,
2020-01-13,3288.13,3288.13,
2020-01-14,3283.15,3283.15,
2020-01-15,3289.29,3289.29,
2020-01-16,3316.81,3316.81,
2020-01-17,3329.62,3329.62,
2020-01-20,,,
2020-01-21,3320.79,3320.79,
2020-01-22,3321.75,3321.75,
2020-01-23,3325.54,3325.54,
2020-01-24,3295.47,3295.47,
2020-01-27,3243.63,3243.63,
2020-01-28,3276.24,3276.24,
2020-01-29,3273.4,3273.4,
2020-01-30,3283.66,3283.66,
2020-01-31,3225.52,3225.52,
2020-02-03,3248.92,3248.92,
2020-02-04,3297.59,3297.59,
2020-02-05,3334.69,3334.69,
2020-02-06,3345.78,3345.78,
2020-02-07,3327.71,3327.71,
2020-02-10,3352.09,3352.09,
2020-02-11,3357.75,3357.75,
2020-02-12,3379.45,3379.45,
2020-02-13,3373.94,3373.94,
2020-02-14,3380.16,3380.16,
2020-02-17,,,
2020-02-18,3370.29,3370.29,
2020-02-19,3386.15,3386.15,
2020-02-20,3373.23,3373.23,
2020-02-21,3337.75,3337.75,
2020-02-24,3225.89,3225.89,
2020-02-25,3128.21,3128.21,
2020-02-26,3116.39,3116.39,
2020-02-27,2978.76,2978.76,
2020-02-28,2954.22,2954.22,
2020-03-02,3090.23,3090.23,
2020-03-03,3003.37,3003.37,
2020-03-04,3130.12,3130.12,
2020-03-05,3023.94,3023.94,
2020-03-06,2972.37,2972.37,
2020-03-09,2746.56,2746.56,
2020-03-10,2882.23,2882.23,
2020-03-11,2741.38,2741.38,
2020-03-12,2480.64,2480.64,
2020-03-13,2711.02,2711.02,
2020-03-16,2386.13,2386.13,
2020-03-17,2529.19,2529.19,
2020-03-18,2398.1,2398.1,
2020-03-19,2409.39,2409.39,
2020-03-20,2304.92,2304.92,
2020-03-23,2237.4,2237.4,
2020-03-24,2447.33,2447.33,
2020-03-25,2475.56,2475.56,
2020-03-26,2630.07,2630.07,
2020-03-27,2541.47,2541.47,
2020-03-30,2626.65,2626.65,
2020-03-31,2584.59,2584.59,
2020-04-01,2470.5,2470.5,
2020-04-02,2526.9,2526.9,
2020-04-03,2488.65,2488.65,
2020-04-06,2663.68,2663.68,
2020-04-07,2659.41,2659.41,
2020-04-08,2749.98,2749.98,
2020-04-09,2789.82,2789.82,
2020-04-10,,,
2020-04-13,2761.63,2761.63,
2020-04-14,2846.06,2846.06,
2020-04-15,2783.36,2783.36,
2020-04-16,2799.55,2799.55,
2020-04-17,2874.56,2874.56,
2020-04-20,2823.16,2823.16,
2020-04-21,2736.56,2736.56,
2020-04-22,2799.31,2799.31,
2020-04-23,2797.8,2797.8,
2020-04-24,2836.74,2836.74,
2020-04-27,2878.48,2878.48,
2020-04-28,2863.39,2863.39,
2020-04-29,2939.51,2939.51,
2020-04-30,2912.43,2912.43,
2020-05-01,2830.71,2830.71,
2020-05-04,2842.74,2842.74,
2020-05-05,2868.44,2868.44,
2020-05-06,2848.42,2848.42,
2020-05-07,2881.19,2881.19,
2020-05-08,2929.8,2929.8,
2020-05-11,2930.32,2930.32,
2020-05-12,2870.12,2870.12,
2020-05-13,2820.0,2820.0,
2020-05-14,2852.5,2852.5,
2020-05-15,2863.7,2863.7,
2020-05-18,2953.91,2953.91,
2020-05-19,2922.94,2922.94,
2020-05-20,2971.61,2971.61,
2020-05-21,2948.51,2948.51,
2020-05-22,2955.45,2955.45,
2020-05-25,,,
2020-05-26,2991.77,2991.77,
2020-05-27,3036.13,3036.13,
2020-05-28,3029.73,3029.73,
2020-05-29,3044.31,3044.31,
2020-06-01,3055.73,3055.73,
2020-06-02,3080.82,3080.82,
2020-06-03,3122.87,3122.87,
2020-06-04,3112.35,3112.35,
2020-06-05,3193.93,3193.93,
2020-06-08,3232.39,3232.39,
2020-06-09,3207.18,3207.18,
2020-06-10,3190.14,3190.14,
2020-06-11,3002.1,3002.1,
2020-06-12,3041.31,3041.31,
2020-06-15,3066.59,3066.59,
2020-06-16,3124.74,3124.74,
2020-06-17,3113.49,3113.49,
2020-06-18,3115.34,3115.34,
2020-06-19,3097.74,3097.74,
2020-06-22,3117.86,3117.86,
2020-06-23,3131.29,3131.29,
2020-06-24,3050.33,3050.33,
2020-06-25,3083.76,3083.76,
2020-06-26,3009.05,3009.05,
2020-06-29,3053.24,3053.24,
2020-06-30,3100.29,3100.29,
2020-07-01,3115.86,3115.86,
2020-07-02,3130.01,3130.01,
2020-07-03,,,
2020-07-06,3179.72,3179.72,
2020-07-07,3145.32,3145.32,
2020-07-08,3169.94,3169.94,
2020-07-09,3152.05,3152.05,
2020-07-10,3185.04,3185.04,
2020-07-13,3155.22,3155.22,
2020-07-14,3197.52,3197.52,
2020-07-15,3226.56,3226.56,
2020-07-16,3215.57,3215.57,
2020-07-17,3224.73,3224.73,
2020-07-20,3251.84,3251.84,
2020-07-21,3257.3,3257.3,
2020-07-22,3276.02,3276.02,
2020-07-23,3235.66,3235.66,
2020-07-24,3215.63,3215.63,
2020-07-27,3239.41,3239.41,
2020-07-28,3218.44,3218.44,
2020-07-29,3258.44,3258.44,
2020-07-30,3246.22,3246.22,
2020-07-31,3271.12,3271.12,
2020-08-03,3294.61,3294.61,
2020-08-04,3306.51,3306.51,
2020-08-05,3327.77,3327.77,
2020-08-06,3349.16,3349.16,
2020-08-07,3351.28,3351.28,
2020-08-10,3360.47,3360.47,
2020-08-11,3333.69,3333.69,
2020-08-12,3380.35,3380.35,
2020-08-13,3373.43,3373.43,
2020-08-14,3372.85,3372.85,
2020-08-17,3381.99,3381.99,
2020-08-18,3389.78,3389.78,
2020-08-19,3374.85,3374.85,
2020-08-20,3385.51,3385.51,
2020-08-21,3397.16,3397.16,
2020-08-24,3431.28,3431.28,
2020-08-25,3443.62,3443.62,
2020-08-26,3478.73,3478.73,
2020-08-27,3484.55,3484.55,
2020-08-28,3508.01,3508.01,
2020-08-31,3500.31,3500.31,
2020-09-01,3526.65,3526.65,
2020-09-02,3580.84,3580.84,
2020-09-03,3455.06,3455.06,
2020-09-04,3426.96,3426.96,
2020-09-07,,,
2020-09-08,3331.84,3331.84,
2020-09-09,3398.96,3398.96,
2020-09-10,3339.19,3339.19,
2020-09-11,3340.97,3340.97,
2020-09-14,3383.54,3383.54,
2020-09-15,3401.2,3401.2,
2020-09-16,3385.49,3385.49,
2020-09-17,3357.01,3357.01,
2020-09-18,3319.47,3319.47,
2020-09-21,3281.06,3281.06,
2020-09-22,3315.57,3315.57,
2020-09-23,3236.92,3236.92,
2020-09-24,3246.59,3246.59,
2020-09-25,3298.46,3298.46,
2020-09-28,3351.6,3351.6,
2020-09-29,3335.47,3335.47,
2020-09-30,3363.0,3363.0,
2020-10-01,3380.8,3380.8,
2020-10-02,3348.44,3348.44,
2020-10-05,3408.63,3408.63,
2020-10-06,3360.95,3360.95,
2020-10-07,3419.45,3419.45,
2020-10-08,3446.83,3446.83,
2020-10-09,3477.13,3477.13,
2020-10-12,3534.22,3534.22,
2020-10-13,3511.93,3511.93,
2020-10-14,3488.67,3488.67,
2020-10-15,3483.34,3483.34,
2020-10-16,3483.81,3483.81,
2020-10-19,3426.92,3426.92,
2020-10-20,3443.12,3443.12,
2020-10-21,3435.56,3435.56,
2020-10-22,3453.49,3453.49,
2020-10-23,3465.39,3465.39,
2020-10-26,3400.97,3400.97,
2020-10-27,3390.68,3390.68,
2020-10-28,3271.03,3271.03,
2020-10-29,3310.11,3310.11,
2020-10-30,3269.96,3269.96,
2020-11-02,3310.24,3310.24,
2020-11-03,3369.16,3369.16,
2020-11-04,3443.44,3443.44,
2020-11-05,3510.45,3510.45,
2020-11-06,3509.44,3509.44,
2020-11-09,3550.5,3550.5,
2020-11-10,3545.53,3545.53,
2020-11-11,3572.66,3572.66,
2020-11-12,3537.01,3537.01,
2020-11-13,3585.15,3585.15,
2020-11-16,3626.91,3626.91,
2020-11-17,3609.53,3609.53,
2020-11-18,3567.79,3567.79,
2020-11-19,3581.87,3581.87,
2020-11-20,3557.54,3557.54,
2020-11-23,3577.59,3577.59,
2020-11-24,3635.41,3635.41,
2020-11-25,3629.65,3629.65,
2020-11-26,,,
2020-11-27,3638.35,3638.35,
2020-11-30,3621.63,3621.63,
2020-12-01,3662.45,3662.45,
2020-12-02,3669.01,3669.01,
2020-12-03,3666.72,3666.72,
2020-12-04,3699.12,3699.12,
2020-12-07,3691.96,3691.96,
2020-12-08,3702.25,3702.25,
2020-12-09,3672.82,3672.82,
2020-12-10,3668.1,3668.1,
2020-12-11,3663.46,3663.46,
2020-12-14,3647.49,3647.49,
2020-12-15,3694.62,3694.62,
2020-12-16,3701.17,3701.17,
2020-12-17,3722.48,3722.48,
2020-12-18,3709.41,3709.41,
2020-12-21,3694.92,3694.92,
2020-12-22,3687.26,3687.26,
2020-12-23,3690.01,3690.01,
2020-12-24,3703.06,3703.06,
2020-12-25,,,
2020-12-28,3735.36,3735.36,
2020-12-29,3727.04,3727.04,
2020-12-30,3732.04,3732.04,
2020-12-31,3756.07,3756.07,
2021-01-01,,,
2021-01-04,3700.65,3700.65,
2021-01-05,3726.86,3726.86,
2021-01-06,3748.14,3748.14,
2021-01-07,3803.79,3803.79,
2021-01-08,3824.68,3824.68,
2021-01-11,3799.61,3799.61,
2021-01-12,3801.19,3801.19,
2021-01-13,3809.84,3809.84,
2021-01-14,3795.54,3795.54,
2021-01-15,3768.25,3768.25,
2021-01-18,,,
2021-01-19,3798.91,3798.91,
2021-01-20,3851.85,3851.85,
2021-01-21,3853.07,3853.07,
2021-01-22,3841.47,3841.47,
2021-01-25,3855.36,3855.36,
2021-01-26,3849.62,3849.62,
2021-01-27,3750.77,3750.77,
2021-01-28,3787.38,3787.38,
2021-01-29,3714.24,3714.24,
2021-02-01,3773.86,3773.86,
2021-02-02,3826.31,3826.31,
2021-02-03,3830.17,3830.17,
2021-02-04,3871.74,3871.74,
2021-02-05,3886.83,3886.83,
2021-02-08,3915.59,3915.59,
2021-02-09,3911.23,3911.23,
2021-02-10,3909.88,3909.88,
2021-02-11,3916.38,3916.38,
2021-02-12,3934.83,3934.83,
2021-02-15,,,
2021-02-16,3932.59,3932.59,
2021-02-17,3931.33,3931.33,
2021-02-18,3913.97,3913.97,
2021-02-19,3906.71,3906.71,
2021-02-22,3876.5,3876.5,
2021-02-23,3881.37,3881.37,
2021-02-24,3925.43,3925.43,
2021-02-25,3829.34,3829.34,
2021-02-26,3811.15,3811.15,
2021-03-01,3901.82,3901.82,
2021-03-02,3870.29,3870.29,
2021-03-03,3819.72,3819.72,
2021-03-04,3768.47,3768.47,
2021-03-05,3841.94,3841.94,
2021-03-08,3821.35,3821.35,
2021-03-09,3875.44,3875.44,
2021-03-10,3898.81,3898.81,
2021-03-11,3939.34,3939.34,
2021-03-12,3943.34,3943.34,
2021-03-15,3968.94,3968.94,
2021-03-16,3962.71,3962.71,
2021-03-17,3974.12,3974.12,
2021-03-18,3915.46,3915.46,
2021-03-19,3913.1,3913.1,
2021-03-22,3940.59,3940.59,
2021-03-23,3910.52,3910.52,
2021-03-24,3889.14,3889.14,
2021-03-25,3909.52,3909.52,
2021-03-26,3974.54,3974.54,
2021-03-29,3971.09,3971.09,
2021-03-30,3958.55,3958.55,
2021-03-31,3972.89,3972.89,
2021-04-01,4019.87,4019.87,
2021-04-02,,,
2021-04-05,4077.91,4077.91,
2021-04-06,4073.94,4073.94,
2021-04-07,4079.95,4079.95,
2021-04-08,4097.17,4097.17,
2021-04-09,4128.8,4128.8,
2021-04-12,4127.99,4127.99,
2021-04-13,4141.59,4141.59,
2021-04-14,4124.66,4124.66,
2021-04-15,4170.42,4170.42,
2021-04-16,4185.47,4185.47,
2021-04-19,4163.26,4163.26,
2021-04-20,4134.94,4134.94,
2021-04-21,4173.42,4173.42,
2021-04-22,4134.98,4134.98,
2021-04-23,4180.17,4180.17,
2021-04-26,4187.62,4187.62,
2021-04-27,4186.72,4186.72,
2021-04-28,4183.18,4183.18,
2021-04-29,4211.47,4211.47,
2021-04-30,4181.17,4181.17,
2021-05-03,4192.66,4192.66,
2021-05-04,4164.66,4164.66,
2021-05-05,4167.59,4167.59,
2021-05-06,4201.62,4201.62,
2021-05-07,4232.6,4232.6,
2021-05-10,4188.43,4188.43,
2021-05-11,4152.1,4152.1,
2021-05-12,4063.04,4063.04,
2021-05-13,4112.5,4112.5,
2021-05-14,4173.85,4173.85,
2021-05-17,4163.29,4163.29,
2021-05-18,4127.83,4127.83,
2021-05-19,4115.68,4115.68,
2021-05-20,4159.12,4159.12,
2021-05-21,4155.86,4155.86,
2021-05-24,4197.05,4197.05,
2021-05-25,4188.13,4188.13,
2021-05-26,4195.99,4195.99,
2021-05-27,4200.88,4200.88,
2021-05-28,4204.11,4204.11,
2021-05-31,,,
2021-06-01,4202.04,4202.04,
2021-06-02,4208.12,4208.12,
2021-06-03,4192.85,4192.85,
2021-06-04,4229.89,4229.89,
2021-06-07,4226.52,4226.52,
2021-06-08,4227.26,4227.26,
2021-06-09,4219.55,4219.55,
2021-06-10,4239.18,4239.18,
2021-06-11,4247.44,4247.44,
2021-06-14,4255.15,4255.15,
2021-06-15,4246.59,4246.59,
2021-06-16,4223.7,4223.7,
2021-06-17,4221.86,4221.86,
2021-06-18,4166.45,4166.45,
2021-06-21,4224.79,4224.79,
2021-06-22,4246.44,4246.44,
2021-06-23,4241.84,4241.84,
2021-06-24,4266.49,4266.49,
2021-06-25,4280.7,4280.7,
2021-06-28,4290.61,4290.61,
2021-06-29,4291.8,4291.8,
2021-06-30,4297.5,4297.5,
2021-07-01,4319.94,4319.94,
2021-07-02,4352.34,4352.34,
2021-07-05,,,
2021-07-06,4343.54,4343.54,
2021-07-07,4358.13,4358.13,
2021-07-08,4320.82,4320.82,
2021-07-09,4369.55,4369.55,
2021-07-12,4384.63,4384.63,
2021-07-13,4369.21,4369.21,
2021-07-14,4374.3,4374.3,
2021-07-15,4360.03,4360.03,
2021-07-16,4327.16,4327.16,
2021-07-19,4258.49,4258.49,
2021-07-20,4323.06,4323.06,
2021-07-21,4358.69,4358.69,
2021-07-22,4367.48,4367.48,
2021-07-23,4411.79,4411.79,
2021-07-26,4422.3,4422.3,
2021-07-27,4401.46,4401.46,
2021-07-28,4400.64,4400.64,
2021-07-29,4419.15,4419.15,
2021-07-30,4395.26,4395.26,
2021-08-02,4387.16,4387.16,
2021-08-03,4423.15,4423.15,
2021-08-04,4402.66,4402.66,
2021-08-05,4429.1,4429.1,
2021-08-06,4436.52,4436.52,
2021-08-09,4432.35,4432.35,
2021-08-10,4436.75,4436.75,
2021-08-11,4447.7,4447.7,
2021-08-12,4460.83,4460.83,
2021-08-13,4468.0,4468.0,
2021-08-16,4479.71,4479.71,
2021-08-17,4448.08,4448.08,
2021-08-18,4400.27,4400.27,
2021-08-19,4405.8,4405.8,
2021-08-20,4441.67,4441.67,
2021-08-23,4479.53,4479.53,
2021-08-24,4486.23,4486.23,
2021-08-25,4496.19,4496.19,
2021-08-26,4470.0,4470.0,
2021-08-27,4509.37,4509.37,
2021-08-30,4528.79,4528.79,
2021-08-31,4522.68,4522.68,
2021-09-01,4524.09,4524.09,
2021-09-02,4536.95,4536.95,
2021-09-03,4535.43,4535.43,
2021-09-06,,,
2021-09-07,4520.03,4520.03,
2021-09-08,4514.07,4514.07,
2021-09-09,4493.28,4493.28,
2021-09-10,4458.58,4458.58,
2021-09-13,4468.73,4468.73,
2021-09-14,4443.05,4443.05,
2021-09-15,4480.7,4480.7,
2021-09-16,4473.75,4473.75,
2021-09-17,4432.99,4432.99,
2021-09-20,4357.73,4357.73,
2021-09-21,4354.19,4354.19,
2021-09-22,4395.64,4395.64,
2021-09-23,4448.98,4448.98,
2021-09-24,4455.48,4455.48,
2021-09-27,4443.11,4443.11,
2021-09-28,4352.63,4352.63,
2021-09-29,4359.46,4359.46,
2021-09-30,4307.54,4307.54,
2021-10-01,4357.04,4357.04,
2021-10-04,4300.46,4300.46,
2021-10-05,4345.72,4345.72,
2021-10-06,4363.55,4363.55,
2021-10-07,4399.76,4399.76,
2021-10-08,4391.34,4391.34,
2021-10-11,4361.19,4361.19,
2021-10-12,4350.65,4350.65,
2021-10-13,4363.8,4363.8,
2021-10-14,4438.26,4438.26,
2021-10-15,4471.37,4471.37,
2021-10-18,4486.46,4486.46,
2021-10-19,4519.63,4519.63,
2021-10-20,4536.19,4536.19,
2021-10-21,4549.78,4549.78,
2021-10-22,4544.9,4544.9,
2021-10-25,4566.48,4566.48,
2021-10-26,4574.79,4574.79,
2021-10-27,4551.68,4551.68,
2021-10-28,4596.42,4596.42,
2021-10-29,4605.38,4605.38,
2021-11-01,4613.67,4613.67,
2021-11-02,4630.65,4630.65,
2021-11-03,4660.57,4660.57,
2021-11-04,4680.06,4680.06,
2021-11-05,4697.53,4697.53,
2021-11-08,4701.7,4701.7,
2021-11-09,4685.25,4685.25,
2021-11-10,4646.71,4646.71,
2021-11-11,4649.27,4649.27,
2021-11-12,4682.85,4682.85,
2021-11-15,4682.8,4682.8,
2021-11-16,4700.9,4700.9,
2021-11-17,4688.67,4688.67,
2021-11-18,4704.54,4704.54,
2021-11-19,4697.96,4697.96,
2021-11-22,4682.94,4682.94,
2021-11-23,4690.7,4690.7,
2021-11-24,4701.46,4701.46,
2021-11-25,,,
2021-11-26,4594.62,4594.62,
2021-11-29,4655.27,4655.27,
2021-11-30,4567.0,4567.0,
2021-12-01,4513.04,4513.04,
2021-12-02,4577.1,4577.1,
2021-12-03,4538.43,4538.43,
2021-12-06,4591.67,4591.67,
2021-12-07,4686.75,4686.75,
2021-12-08,4701.21,4701.21,
2021-12-09,4667.45,4667.45,
2021-12-10,4712.02,4712.02,
2021-12-13,4668.97,4668.97,
2021-12-14,4634.09,4634.09,
2021-12-15,4709.85,4709.85,
2021-12-16,4668.67,4668.67,
2021-12-17,4620.64,4620.64,
2021-12-20,4568.02,4568.02,
2021-12-21,4649.23,4649.23,
2021-12-22,4696.56,4696.56,
2021-12-23,4725.79,4725.79,
2021-12-24,,,
2021-12-27,4791.19,4791.19,
2021-12-28,4786.35,4786.35,
2021-12-29,4793.06,4793.06,
2021-12-30,4778.73,4778.73,
2021-12-31,4766.18,4766.18,
2022-01-03,4796.56,4796.56,
2022-01-04,4793.54,4793.54,
2022-01-05,4700.58,4700.58,
2022-01-06,4696.05,4696.05,
2022-01-07,4677.03,4677.03,
2022-01-10,4670.29,4670.29,
2022-01-11,4713.07,4713.07,
2022-01-12,4726.35,4726.35,
2022-01-13,4659.03,4659.03,
2022-01-14,4662.85,4662.85,
2022-01-17,,,
2022-01-18,4577.11,4577.11,
2022-01-19,4532.76,4532.76,
2022-01-20,4482.73,4482.73,
2022-01-21,4397.94,4397.94,
2022-01-24,4410.13,4410.13,
2022-01-25,4356.45,4356.45,
2022-01-26,4349.93,4349.93,
2022-01-27,4326.51,4326.51,
2022-01-28,4431.85,4431.85,
2022-01-31,4515.55,4515.55,
2022-02-01,4546.54,4546.54,
2022-02-02,4589.38,4589.38,
2022-02-03,4477.44,4477.44,
2022-02-04,4500.53,4500.53,
2022-02-07,4483.87,4483.87,
2022-02-08,4521.54,4521.54,
2022-02-09,4587.18,4587.18,
2022-02-10,4504.08,4504.08,
2022-02-11,4418.64,4418.64,
2022-02-14,4401.67,4401.67,
2022-02-15,4471.07,4471.07,
2022-02-16,4475.01,4475.01,
2022-02-17,4380.26,4380.26,
2022-02-18,4348.87,4348.87,
2022-02-21,,,
2022-02-22,4304.76,4304.76,
2022-02-23,4225.5,4225.5,
2022-02-24,4288.7,4288.7,
2022-02-25,4384.65,4384.65,
2022-02-28,4373.94,4373.94,
2022-03-01,4306.26,4306.26,
2022-03-02,4386.54,4386.54,
2022-03-03,4363.49,4363.49,
2022-03-04,4328.87,4328.87,
2022-03-07,4201.09,4201.09,
2022-03-08,4170.7,4170.7,
2022-03-09,4277.88,4277.88,
2022-03-10,4259.52,4259.52,
2022-03-11,4204.31,4204.31,
2022-03-14,4173.11,4173.11,
2022-03-15,4262.45,4262.45,
2022-03-16,4357.86,4357.86,
2022-03-17,4411.67,4411.67,
2022-03-18,4463.12,4463.12,
2022-03-21,4461.18,4461.18,
2022-03-22,4511.61,4511.61,
2022-03-23,4456.24,4456.24,
2022-03-24,4520.16,4520.16,
2022-03-25,4543.06,4543.06,
2022-03-28,4575.52,4575.52,
2022-03-29,4631.6,4631.6,
2022-03-30,4602.45,4602.45,
2022-03-31,4530.41,4530.41,
2022-04-01,4545.86,4545.86,
2022-04-04,4582.64,4582.64,
2022-04-05,4525.12,4525.12,
2022-04-06,4481.15,4481.15,
2022-04-07,4500.21,4500.21,
2022-04-08,4488.28,4488.28,
2022-04-11,4412.53,4412.53,
